productid;name;articleid;date created;text;tie-in;name
;Green Eggs and Ham | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47678;2009-08-12;Green Eggs and Ham is a timeless classic and Dr. Seuss’s most popular book, selling more than 13 million copies since 1960. In this masterpiece Green Eggs and Ham, Seuss uses only 50 simple words. Children will delight in following persistent Sam-I-Am on his quest to convince a grumpy sourpuss that green eggs and ham are indeed tasty. You and your child will enjoy this book in a house, with a mouse, with a goat, or on a boat. Bon appetite!;Tie-in Activity: Try pausing at the end of a few verses of Green Eggs and Ham so that your child can finish with the rhyming word. Or celebrate the story by having a “green” meal with your baby. (Peas, anyone?) ;./47678-Green Eggs and Ham  Book Club by Early Moments.xml
;He Bear She Bear | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47679;2009-08-12;"He" and "she" authors Stan and Jan Berenstain inspire readers of He Bear She Bear by asking the question: What will Brother Bear and Sister Bear be when they grow up? The answer is anything the young bears want to be, whether a he bear or she bear! From building bridges and climbing poles to racing cars and digging holes, there are lots of things that a he bear or a she bear can do or be.;Tie-in Activity: Use this story as a springboard for a dress-up game with your child. What would he or she like to be? Or take a few extra moments to watch others do their jobs as you take your baby around town with you. ;./47679-He Bear She Bear  Book Club by Early Moments.xml
;I Want to Be Somebody New! | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47680;2009-08-12;Robert Lopshire’s engaging character Spot returns for the story, I Want to Be Somebody New! Though still in the circus, Spot is tired of doing tricks with his spots. He wants to be something new, something big or tall or small! Happily his two wise friends convince him that being himself is the best of all.;Tie-in Activity: Let your child be somebody new—you! Give your child big boots to stomp around in or fun accessories to wear. Let your baby look in a mirror to see the change. Or allow your child to be the “grownup” for a little while and take care of you!;./47680-I Want to Be Somebody New!  Book Club by Early Moments.xml
;I Wish That I Had Duck Feet | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47681;2009-08-12;A daydreaming boy imagines . . . I wish that I had duck feet . . . or a whale spout . . . or an elephant’s nose! But after imagining all the advantages, the boy also wisely imagines the disadvantages. In this playful story by Dr. Seuss (writing as Theo. LeSieg), readers learn to look at both sides to decide what’s best.;Tie-in Activity: Teach your baby that all feet don’t look alike by pointing out different kinds of feet on animals in books. Or paste a copy of your child’s picture to a piece of paper, and encourage him to add animal features he might wish to have.;./47681-I Wish That I Had Duck Feet  Book Club by Early Moments.xml
;I'll Teach My Dog 100 Words | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47682;2009-08-12;Can a dog learn 100 words? Probably not, but your child will learn as you read this fast-paced book written by Michael Frith and illustrated by P.D. Eastman. "I'll teach my dog 100 words," the narrator begins as he lazily sits under a tree with his pooch. The result is a mad-cap romp that gets the whole town involved as the narrator teaches his dog the new words. At the end you might be tired, but so is the narrator who decides to teach his dog those 100 words "next year.";Tie-in Activity: For a fun bedtime word game, draw a large paw print on each of several sticky notes (however many you wish). Write the name of a different object in your house (bathtub, dresser, toothbrush, book, bed) inside each print. Place the prints on the appropriate things, and then have your child follow the “trail” to his room—where he’ll read this bedtime story.;./47682-I'll Teach My Dog 100 Words  Book Club by Early Moments.xml
;In A People House | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47683;2009-08-12;Finding poetry in common objects was a special gift that Dr. Seuss had. And no book better illustrates that gift than In A People House. The story begins when a mischievous mouse and a yellow bird tour a People House, wrecking havoc as they go room to room. In the chaos, beginning readers of In A People House will quickly learn the names of 65 household items. They’ll also learn that people don’t generally like mice or birds in their own People Houses.;Tie-in Activity: You might show your baby a real household object, and then point to it in the book. Or take your child on a scavenger hunt to see how many things from In A People House are in your house.;./47683-In A People House  Book Club by Early Moments.xml
;Is A Camel A Mammal? | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47684;2009-08-12;The lovable Cat in the Hat is back in Is a Camel a Mammal? to show readers some of the many incredible animals that we call mammals. From the tops of mountains to under the sea, amazing mammals are everywhere. The bouncy verse by Tish Rabe and Dr. Seuss-inspired illustrations by Jim Durk will capture the reader's attention as he or she learns fact after fact about the different mammals.;Tie-in Activity: Babies and toddlers often enjoy imitating animal sounds. Make a game of it by making an animal sound and letting your baby try to imitate you. Or see if your older child can make an animal sound and you guess its name.;./47684-Is A Camel A Mammal  Book Club by Early Moments.xml
;It's Not Easy Being A Bunny | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47685;2009-08-12;P.J. Funnybunny is miserable eating cooked carrots, having big ears, and playing with his siblings in the classic, It's Not Easy Being a Bunny. He tries to start a new life as a bear, a pig, a moose, and even a skunk. But P.J. doesn't fit in. He finally returns home to the delight of his family. P.J. learns that he is the happiest when his family is around. It's Not Easy Being a Bunny is a wonderful tool that emphasizes the importance of families and self-worth.;Tie-in Activity: Consider making an ordinary family dinner special by creating a feel-good family tablecloth. Cover the table with an inexpensive, plain paper tablecloth, and give everyone some crayons. Talk about what you like about your family and each other, and write it down on the tablecloth. Kids can also draw pictures. If dinner is fairly spill-free, you might save the cloth to use again.;./47685-It's Not Easy Being A Bunny  Book Club by Early Moments.xml
;Mice Are Nice | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47686;2009-08-12;Looking for a story about the perfect pet? Look no further than Mice Are Nice. Told in charming verse by Charles Ghigna and beautifully illustrated by Jon Goodell, Mice Are Nice takes readers through a pet shop to see everything from puppies to guppies. But no other pets seem quite as perfect as mice, because mice are nice!;Tie-in Activity: Not ready for a pet mouse? Make a mouse face out of shapes instead. Cut out a large triangle and two smaller circles from construction paper. Help your child glue the circles to two of the corners of the triangle. Now use a marker to add eyes, a nose, and other touches to finish your mouse. ;./47686-Mice Are Nice  Book Club by Early Moments.xml
;Mole In A Hole | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47687;2009-08-12;Make reading an interactive experience whether your child is a reader or not. How? At the beginning of the story Mole in a Hole, look over the 19 rebus pictures with your child so that she knows what each picture represents. Then follow the text with your finger as you read, giving your child the chance to say the word when you point to a rebus. It’s a great way to truly share Mole in a Hole together.;Tie-in Activity: Consider turning other stories with repetitive words into rebus stories by using a few small sticky notes. Look for a frequently repeated word (such as “cat”) and draw a simple line drawing of it on the sticky note and trim to fit. Cover the word in the book with a rebus picture each time the word appears. Now your child can “read” the rebus as you share the story together.;./47687-Mole In A Hole  Book Club by Early Moments.xml
;My New Boy | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47688;2009-08-12;A cute black puppy is waiting in a pet store for a kid of his own. And when he finally gets a new boy, the puppy does everything he can to take care of his new boy: he helps his new boy eat dinner, dig holes, and teaches him to play tug-of-war. The beautiful illustrations by Lynn Munsinger and sweet story by Joan Phillips make this a perfect book for snuggle-together time.;Tie-in Activity: Babies love animals and the sounds they make. Dance a few of your baby’s toy animals in front of her, adding woofs or meows or other sounds. Or have an older child “care” for a stuffed animal—while you do all the talking to imitate the story.;./47688-My New Boy  Book Club by Early Moments.xml
;Old Hat New Hat | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47689;2009-08-12;In Old Hat New Hat, longtime Dr. Seuss collaborators Stan and Jan Berenstain visit the Bear family as they ponder whether Papa Bear needs a new hat or if the old one’s just fine. The lively pace of this Stan and Jan Berenstain favorite keeps kids guessing, all the while discovering new vocabulary. To boot, Old Hat New Hat is chock-full of the amusing illustrations that Dr. Seuss fans have come to know and love.;Tie-in Activity: Take a texture tour. Go around the house and let your child touch things such as a fuzzy scarf, a bumpy pillow, or a smooth table. Introduce the descriptive word to your baby, or see if your child is able to describe it on her own.;./47689-Old Hat New Hat  Book Club by Early Moments.xml
;One Fish Two Fish Red Fish Blue Fish | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47690;2009-08-12;In the perennial children’s favorite One Fish Two Fish Red Fish Blue Fish, Dr. Seuss introduces young readers to the concepts of rhyme, numbers, and basic colors. Filled with imaginative creatures like Gacks and Zans and his signature style of illustration, One Fish Two Fish Red Fish Blue Fish by Dr. Seuss is sure to find a special place in your child’s collection!;Tie-in Activity: Keep playing with descriptive words. Dress your baby with one blue sock and one red sock, then say, “One sock, two socks, red sock, blue sock” while gently wiggling her feet. Or let an older child sort toys into piles while you change the verse to fit, such as “One car, two cars, old car, new car.” ;./47690-One Fish Two Fish Red Fish Blue Fish  Book Club by Early Moments.xml
;P.J. Funnybunny Camps Out | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47691;2009-08-12;When P.J. and his three friends decide to go camping, they won’t let P.J.’s sister Honey Bunny and her friend Donna Duck go along. The four friends are prepared to camp—but are they prepared for ghosts? In this humorous story, P.J. Funnybunny Camps Out by Marilyn Sadler and illustrated with the adorable art of Roger Bollen, readers can guess what the friends really saw on their camping adventure.;Tie-in Activity: Throw a blanket or two over a table and go on an imaginary camping trip with your child. A baby might enjoy crawling in and out of the “tent” while an older child might like to set up pillows and blankets inside—and maybe take a nap there!;./47691-P.J. Funnybunny Camps Out  Book Club by Early Moments.xml
;Please Try to Remember the First of Octember! | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47692;2009-08-12;Name anything you would like—anything! From green kangaroos to pickles on trees, it can be yours, if you can wait until Octember First. None of the other twelve months is right for that sort of thing. Author Theo. LeSieg (also known as Dr. Seuss) is happy to give you whatever you’d like on that magical imaginary day. And he gives you plenty of amazing ideas, wonderfully illustrated by Art Cumings, to get you started on your Octember First wish list.;Tie-in Activity: Flip through a calendar to show your child the twelve months of the year, explaining that Octember is an imaginary month. Then use your imaginations to make a First of Octember wish list together—the sky’s the limit!;./47692-Please Try to Remember the First of Octember!  Book Club by Early Moments.xml
;Railroad Toad | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47693;2009-08-12;All aboard! Jump on the train with Railroad Toad and see what fun it is to ride by rail! Readers will be on board with Railroad Toad as he enjoys everything from other trains whooshing past to roaring through mountain tunnels. The rhythmic verse and appealing art of Susan Schade and Jon Buller are just the ticket to make this a wonderful reading experience.;Tie-in Activity: With your baby in your lap, rhythmically move his legs as you say “clickety-clack” then tap his feet together, saying “whoo-whoo!” Or, if you can, take your toddler or older child on a real train ride—and bring this book along to read on your trip.;./47693-Railroad Toad  Book Club by Early Moments.xml
;Richard Scarry’s Pie Rats Ahoy! | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47694;2009-08-12;In Richard Scarry's Pie Rats Ahoy! there are pirates in Busytown Bay, but that doesn’t bother Uncle Willy. He sails off with his cherry pie, only to be overtaken by pie rats that steal his ship and his pie. Pie Rats, Ahoy! Luckily Uncle Willy knows a trick or two, and readers will see that it’s the pirates who had better watch out!;Tie-in Activity: The next time you are bathing your child, toss in some plastic, water-safe toys to see which float and which sink. Your child can “rescue” the sinking toys, or make a big splash with any of them.;./47694-Richard Scarry���s Pie Rats Ahoy!  Book Club by Early Moments.xml
;Six Sticks | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47695;2009-08-12;What can two mice make when they have six sticks? Just about anything! In this creative story written and illustrated by Molly Coxe, readers will enjoy watching what the mice make with six sticks, while seeing math in action as six sticks make two snowflakes or three pairs of skis. It’s a great way to get in the mood for craft-time.;Tie-in Activity: Read this story for inspiration, and then give your child six craft sticks, some paint, paper, and any other materials you have to see what she can create with six sticks.;./47695-Six Sticks  Book Club by Early Moments.xml
;Sleepy Dog | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47696;2009-08-12;This simple, relaxing story about a little sleepy dog going to bed is a wonderful choice to read as your little one gets ready for bed. Written by teacher and early-reading expert Harriet Ziefert, the repetitive, reader-friendly vocabulary tells us all about a little sleepy dog’s nighttime routine. Sweet dreams!;Tie-in Activity: Try to develop special nighttime rituals that relax your child, whether it’s waving good-night to the moon, singing a favorite lullaby, or reading a special bedtime story. A consistent routine makes it easier for children to drift off to sleep.;./47696-Sleepy Dog  Book Club by Early Moments.xml
;Snow | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47697;2009-08-12;Children and snow are meant to be together. Remember the joy and anticipation of watching the season's first snowflakes fall when you were a child? Remember snowball fights and snow forts? Sledding and snowmen? Roy McKie and P.D. Eastman bring the winter season to life in a delightfully warm tale of childhood fascination. Reading Snow with your children is a wonderful way to share your own childhood snow memories with them—even if you live where the sun always shines.;Tie-in Activity: Make a “snow bottle” for your child. Fill a clean, clear, empty screw-top plastic bottle with 1 part water to 1 part corn syrup, and then add silver glitter (a funnel helps). Hot glue the cap securely to the bottle top and let dry. Flip the bottle over to watch it “snow.”;./47697-Snow  Book Club by Early Moments.xml
;Snow Bugs | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47698;2009-08-12;Now that everyone’s favorite industrious bugs have a small house, they are as snug as, well, snow bugs! So when it snows, they’re ready to play—almost. Watching the snow bugs prepare for snow fun is part of the fun, made even more appealing by the playful rhymes and pictures that Susan Schade and Jon Buller use to tell the story Snow Bugs.;Tie-in Activity: Hot day? Sit in the shade sipping cool drinks while you read this story together! Snow day? Curl up in a warm spot with warm drinks and read this story—after you’ve had some snow fun of your own.;./47698-Snow Bugs  Book Club by Early Moments.xml
;Snug House, Bug House | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47699;2009-08-12;How do bugs build a house? They simply start with a small ball, then cut it, glue it, nail it, and screw it into a happy home. And Snug House, Bug House! is an equally happy story, told in a singsong rhythm with just two to four words on each page. Snug House, Bug House! will keep your child’s attention as she pores over the clever illustrations to see what bugs use to build a snug house, bug house!;Tie-in Activity: Read this story together the next time you and your child are playing in the yard or in a park. Then help your child create a “bug house” out of sticks, grass, and other natural material, or simply watch ladybugs, ants, and other insects with your baby.;./47699-Snug House, Bug House  Book Club by Early Moments.xml
;Stop That Ball! | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47700;2009-08-12;Written over 50 years ago, the classic story of Stop That Ball! is a lesson in perseverance. When a little boy hits his rubber ball over a wall, it gets bounced, thrown, kicked, and blown all over town! But the boy never gives up and keeps chasing the ball, even though it seems the ball could keep going all day and all night. Will the boy every play ball again? He will if he can stop that ball!;Tie-in Activity: The little boy chasing the ball is ready to follow it anywhere, but that’s not always safe in today’s world. Let this be an opportunity to show your child when it’s not safe to follow a ball by saying, “Stop, boy, stop!” as you read the story.;./47700-Stop That Ball!  Book Club by Early Moments.xml
;The A Book | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47701;2009-08-12;From beloved authors Stan and Jan Berenstain comes an awesome adventure all about the letter A. Early learners will eagerly follow along with a curious young bear who wants to know why an army of ants is advancing across all kinds of things that start with the letter A—and they’ll giggle when they find out the answer in the Berenstains' A Book!;Tie-in Activity: For extra fun, you can “advance” your fingers across your baby’s arm as the ants move along in the story. Or point to a familiar A object the first time it appears and let your child “read” that word to you.;./47701-The A Book  Book Club by Early Moments.xml
;The B Book | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47702;2009-08-12;The letter A always gets top billing, but in The Berenstains’ B Book, B is just as important. And the Berenstain Bears are just the ones to teach early readers about the letter B. The Berenstains’ B Book is fun and wacky. Whether it's backward bike-riding bears, a beautiful baboon, or a blue bull, children will delight at the fascinating sounds and the wonderful tongue-twisters created by Stan and Jan Berenstain in The Berenstains’ B Book.;Tie-in Activity: Encourage your baby’s babbling as you read, since the B sound is often among a baby’s first vocalizations. For an older child, gather a ball, block, this book, and something that doesn’t begin with B, and let your child determine what doesn’t belong.;./47702-The B Book  Book Club by Early Moments.xml
;The Bear Scouts | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47703;2009-08-12;When the Bear Scouts go camping, Papa Bear goes along to show them what to do. After all, there’s the Guidebook’s way and then there’s Papa’s way. Which is the best? Fans of the lovable Berenstain Bears already know the answer! The clumsy antics of Papa Bear are sure to amuse readers of all ages—and encourage them to pay attention to the information found in books!;Tie-in Activity: Encourage reading by letting your child see you read and follow directions. The next time you’re trying a new recipe or making a craft, enlist your child’s help—in an age-appropriate way—to help you follow the directions. ;./47703-The Bear Scouts  Book Club by Early Moments.xml
;The Bears’ Picnic | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47704;2009-08-12;The Bear family is going on a picnic! Papa Bear leads the way because he insists he knows the perfect picnic spot. But as the Bears arrive at each new spot, a perfect place it is not! Readers will laugh at Papa’s mistakes, and will eventually see that there’s no place like home for the Bears’ picnic.;Tie-in Activity: For extra fun at snack time, have an indoor picnic. Spread out a blanket on the floor, and then enjoy some simple finger foods, such as dry cereal, with your child as you read the story together. ;./47704-The Bears��� Picnic  Book Club by Early Moments.xml
;The Big Jump And Other Stories | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47705;2009-08-12;There are three stories in this classic book The Big Jump and Other Stories, each featuring a clever young boy named Ben and the good King. When one of the King’s pups takes a liking to Ben, the King agrees to give Ben the dog if Ben can jump to the top of the palace. It sounds impossible, but Ben is willing to try. Find out how the boy solves this and two other tricky problems, showing that there’s nothing that can’t be done if you put your mind to it.;Tie-in Activity: Jumping is fun! Recite the nursery rhyme “Jack Be Nimble” to your baby, and when you reach the word “jump” gently lift her up to jump! Or let your toddler or older child jump when you say the word in the rhyme.;./47705-The Big Jump And Other Stories  Book Club by Early Moments.xml
;The Bike Lesson | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47706;2009-08-12;There’s no better instructor than Papa Bear for teaching a small bear what not to do on a bike! The classic story The Bike Lesson, written and illustrated by Stan and Jan Berenstain over 40 years ago still entertains readers with its lyrical rhymes and the pratfalls of Papa Bear. But please remind readers that the most important safety lesson—wearing a helmet whenever you ride a bike—is something everyone needs to do today, even if Papa Bear didn’t have one back then in The Bike Lesson.;Tie-in Activity: To help make sure your child always wear his or her helmet, consider buying some reflective stickers or tape and letting your child decorate the helmet. (The stickers will make your child easier to see on the road.) ;./47706-The Bike Lesson  Book Club by Early Moments.xml
;The Cat In the Hat | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47707;2009-08-12;Simply put, The Cat in the Hat by Dr. Seuss is one of the most memorable children’s books ever written. Dr. Seuss penned The Cat in the Hat in 1957 to tell the tale of a brother and sister home alone—alone, that is, until a cat in a silly hat drops by. Dr. Seuss’s uncanny knack for storytelling seemed the perfect prescription for teachers who lamented the dull books pupils used to read in school. But thanks to that precocious cat and his signature hat, millions have since learned to read, and in the process The Cat in the Hat has made Dr. Seuss a household name.;Tie-in Activity: Hats are great—just ask the Cat in the Hat. After reading the story, let your baby try on a few hats and look at his reflection in the mirror. Or try a hat-swapping rhyme game: Let your child say a word and place a hat on your head. When you say a rhyme, the hat goes back on your child’s head. Take turns rhyming.;./47707-The Cat In the Hat  Book Club by Early Moments.xml
;The Ear Book | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47708;2009-08-12;Author Al Perkins and illustrator William O'Brian use a boy with a big-eared dog to teach children about ears and the simple sounds we hear all day. All of the Bright and Early Books in the Dr. Seuss™ & His Friends book club that center on body parts are not only highly readable and imaginatively illustrated, but offer children a first lesson on how their bodies work.;Tie-in Activity: Ears can hear music! Let your child make music with toy instruments, tapping along to a favorite song. Or play a sound memory game: Encourage your child to make a short series of sounds with toy instruments, clapping hands, or his voice. Then try to echo those sounds. ;./47708-The Ear Book  Book Club by Early Moments.xml
;The Early Bird | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47709;2009-08-12;Who says birds and worms can’t be friends? Richard Scarry’s The Early Bird is a gentle lesson about tolerance as a young bird tries to find a worm, which is difficult, since he’s never seen one. The early bird consults with various animals along his way. Just when he’s about to give up, he finds the friend he’s been searching for.;Tie-in Activity: Let your baby try to catch a wiggly “worm” of his own. Take a five-inch length of soft ribbon and wiggle it in front of your baby, encouraging him to grasp it. If you like, use fabric pens or markers to add a smiling face to the ribbon.;./47709-The Early Bird  Book Club by Early Moments.xml
;The King, The Mice And The Cheese | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47710;2009-08-12;Once upon a time there was a king who loved cheese . . . but so did lots of mice. The king didn’t like living with mice, so his “wise” men brought in mice-chasing cats, then some cat-chasing dogs, and so on, until the mice came back! What’s a king to do? This classic story and the hilarious illustrations of The King, the Mice, and the Cheese will have readers smiling, especially when they see how the desperate king solves his problem.;Tie-in Activity: This story is a lesson in the art of compromise and sharing—something that all children need to learn. To encourage those behaviors, try making a wise king (or queen) crown. The next time your toddler shares or takes turns, give him (or her) the crown to wear, and allow His (Her) Majesty to pick out a royal story to read. ;./47710-The King, The Mice And The Cheese  Book Club by Early Moments.xml
;The Missing Dinosaur Bone | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47711;2009-08-12;A dinosaur bone is missing, and the museum is opening in an hour! Luckily the Bear Detectives are on the case. They’ll search every spooky nook and dusty cranny to track down the missing dinosaur bone and the thief. But is the case too tough for three young bears and their dog, Snuff? The snappy verse and lively pictures from Stan and Jan Berenstain keep the mystery action moving to its surprising conclusion.;Tie-in Activity: Dig it! If you have access to a sandbox, consider hiding some toys in the sand and letting your child search for them. He can dig them out and bury them again.;./47711-The Missing Dinosaur Bone  Book Club by Early Moments.xml
;The Nose Book | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47712;2009-08-12;Having a nose is nothing to sneeze at—and Al Perkins’ playful classic helps young readers understand why. The Nose Book explores noses in all shapes and sizes, and shows how they help us sniff out all sorts of things—from chicken a la king to fantastic adventures. Full of the lively illustrations and bouncy rhythms you've come to expect from any Dr. Seuss favorite, Al Perkins’ The Nose Book makes a convincing case for that funny little thing protruding from one’s face!;Tie-in Activity: Encourage your baby to feel your nose as you read the book, and eventually find his own. Or look at pictures of real-world animals and have your child point to the animals’ noses. ;./47712-The Nose Book  Book Club by Early Moments.xml
;There’s No Place Like Space! | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47713;2009-08-12;Go on an out-of-this-world trip with the Cat in the Hat–by launching into outer space with There's No Place Like Space! Readers take a tour of the Solar System, learning about the planets—from super-hot Venus to super-size Jupiter to our very own planet, Earth. And they’ll get to check out the sun, moon, and some constellations, too. With the facts in verse crafted by Tish Rabe and illustrated by Aristides Ruiz, readers will easily see why there’s no place like space!;Tie-in Activity: If the weather at night is pleasant, consider spending a few minutes outside looking up at the moon and stars with your child before bedtime. Sing “Twinkle, Twinkle, Little Star” as you relax and get ready for sweet dreams.;./47713-There���s No Place Like Space!  Book Club by Early Moments.xml
;Toad Eats Out | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47714;2009-08-12;It’s Toad’s birthday. And he can do what he wants. And what he wants to do is to check out some restaurants in Toad Eats Out. But when Toad arrives, he gets a surprise. Cat is there with all the guys. It’s a surprise party! Once again Susan Schade and Jon Buller team up to create a story with memorable verse and wonderful pictures. Toad Eats Out< is sure to be a bookshelf favorite.;Tie-in Activity: Let your child “choose” one of the menu items in the book for a story-inspired meal. (As chef, you get to decide just how “Jumbo Gumbo a la Pat” is made.) Or, depending on your baby’s feeding stage, point out Toad eating, then let your baby use a spoon to mimic the picture.;./47714-Toad Eats Out  Book Club by Early Moments.xml
;Toad On The Road | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47715;2009-08-12;Get ready to go in Toad on the Road. Toad has just learned to drive a car, and he’s ready to take his friends everywhere! Created by Susan Schade and Jon Buller, the short, snappy verse paired with happy illustrations make Toad on the Road a storybook readers will ask for again and again.;Tie-in Activity: Books are the perfect items to take on short and long road trips. Babies might enjoy listening to appropriate audio books, especially ones with music. And taking along a few favorite books—and perhaps some new ones as well—can keep both readers and pre-readers happily occupied.;./47715-Toad On The Road  Book Club by Early Moments.xml
;The Tooth Book | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47716;2009-08-12;“Who has teeth? Well, look around and you’ll find out who. You'll find that red-headed uncles do.” So begins The Tooth Book, Dr. Seuss’s rib-tickling tale of teeth that “come in handy when you speak.” Written and illustrated for a younger audience, The Tooth Book’s vocabulary is limited, but the pictures enhance the story. Writing as Theo LeSieg—the good doctor’s pen name for books he authored but did not illustrate—Dr. Seuss underscores the importance of our choppers in The Tooth Book. “…don’t be dumb like Katy Klopps. Don’t try to chew off bottle tops.”;Tie-in Activity: As you read the book, let your baby explore your teeth with her fingers (washing hands before and after, of course). Or read this story just before morning or evening tooth-brushing time to encourage your child’s healthy habits.;./47716-The Tooth Book  Book Club by Early Moments.xml
;Would You Rather Be A Bullfrog? | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47717;2009-08-12;This or that? Nonsensical twists on this classic question are asked by none other than Dr. Seuss (writing as Theo. LeSieg), and illustrated with the adorable cartoons of Roy McKie. Whether it’s better to be a minnow or a whale, or have a feathered or bushy tail, imagining the answers will get readers thinking—and giggling.;Tie-in Activity: This is a wonderful book to read aloud as a family. After asking a question, give everyone a chance to say what he or she would choose to be. You might engage your baby in the fun by encouraging her to point to a picture in the book.;./47717-Would You Rather Be A Bullfrog  Book Club by Early Moments.xml
;No Mail for Mitchell | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47820;2009-08-13;Mitchell happily delivers everyone’s mail in all kinds of weather. But the hardworking mailman never seems to get any mail himself. Poor Mitchell! Will anything make him feel better? This sweet story, written and illustrated by Catherine Siracusa, just might inspire readers to drop a note to someone they care about—because who doesn’t love receiving mail?;Tie-in Activity: You don’t have to read or write to receive mail! Have your child draw a picture or write a few words to someone special, then help your child address, stamp, and mail the letter. He’ll make someone’s day, and likely get some mail of his own in return.;./47820-No Mail for Mitchell  Book Club by Early Moments.xml
;The Sleep Book  | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=48915;2009-08-17;Ready for bed? Yawn! You will be after reading this Dr. Seuss classic, which may be the ultimate bedtime story. (And one that definitely should be read in bed!) Starting out with a single yawn from a small bug named Van Vleck and spreading across the land, readers see fantastical, nonsensical creatures of all sorts going to sleep. And as Dr. Seuss’s style of bouncy verse winds down, we learn the “Who’s Asleep Score” is in the zillions… and is about to add one more. Good night.;Tie-in Activity: If your child has stuffed animals or toys in her room, allow her to put them to bed as part of a nighttime routine. Knowing others are “asleep” might help her nod off, too!;./48915-The Sleep Book   Book Club by Early Moments.xml
;The Lorax;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=75528;2009-07-09;Dr. Seuss has an amazing gift for creating simple stories for children that deal with complex subjects—such as The Lorax. This insightful book is set in the barren future, where the unseen Once-ler recounts how the problems of today are caused by cutting down all the beautiful Truffula Trees despite the warning of the Lorax. This wonderful story encourages readers to care for the environment, while providing hope that the world can be changed if enough of us care enough to make a positive difference.;Tie-in Activity: Plant a seed with your child! Choose the type of seed and planting medium that’s right for your home and child’s age. Let your child help you with the soil, seed sprinkling, and watering. It’s magical to watch things grow.;./75528-The Lorax.xml
